orderlife_qid,label,birth,death,gedcom_name,wikidata_qid,geni_id,bucket
Q126958,Vsevolod of Murom,+1050-00-00T00:00:00Z,,,Q21637467,,"MISSING: on wikidata, no geni link, not in our tree"
Q126960,Vladimir Davydovich,,+1151-05-12T00:00:00Z,,Q1960319,,held via wikidata: item carries a geni id we may hold
Q126962,Theophania Muzalon,,+1090-00-00T00:00:00Z,,Q49220174,,"MISSING: on wikidata, no geni link, not in our tree"
Q126964,NN of the Cumans,,,,Q134768350,,"MISSING: on wikidata, no geni link, not in our tree"
Q126966,Vsevolod II of Kiev,+1094-00-00T00:00:00Z,+1146-08-01T00:00:00Z,,Q368805,,"MISSING: on wikidata, no geni link, not in our tree"
Q126968,Igor II of Kiev,+1096-00-00T00:00:00Z,+1147-01-01T00:00:00Z,,Q2090592,,"MISSING: on wikidata, no geni link, not in our tree"
Q126970,Sviatoslav Olgovich,+1106-00-00T00:00:00Z,+1164-01-01T00:00:00Z,,Q2635189,,"MISSING: on wikidata, no geni link, not in our tree"
Q126972,Gleb Olgovich,,+1138-00-00T00:00:00Z,,Q21776534,,"MISSING: on wikidata, no geni link, not in our tree"
Q126974,Mariya Olegovna,,,,Q12121701,,"MISSING: on wikidata, no geni link, not in our tree"
Q126976,Volodar of Peremyshl,,+1124-01-01T00:00:00Z,,Q2389427,,"MISSING: on wikidata, no geni link, not in our tree"
Q126978,Ryuryk Rostyslavych,+1050-00-00T00:00:00Z,+1092-01-01T00:00:00Z,,Q2081844,,"MISSING: on wikidata, no geni link, not in our tree"
Q126980,Vasilko Rostislavich,+1066-01-01T00:00:00Z,+1124-01-01T00:00:00Z,,Q4104912,,"MISSING: on wikidata, no geni link, not in our tree"
Q126982,Theodosios Monomachos,,,,Q109301763,,"MISSING: on wikidata, no geni link, not in our tree"
Q126986,Zoe Porphyrogenita,,,,Q41659,385912840740007136,held: geni id in our corpus
Q126988,Basil Skleros,+0950-00-00T00:00:00Z,,,Q64759492,,"MISSING: on wikidata, no geni link, not in our tree"
Q126990,Pulcheria Argyre,+0965-00-00T00:00:00Z,+1030-00-00T00:00:00Z,,Q20497086,,"MISSING: on wikidata, no geni link, not in our tree"
Q126992,Inge the Elder,,,,Q375309,6000000000709541555,held: geni id in our corpus
Q126994,Helena,+1100-00-00T00:00:00Z,,,Q3112191,,"MISSING: on wikidata, no geni link, not in our tree"
Q126996,Ragvald Ingesson,,,,Q6061198,,"MISSING: on wikidata, no geni link, not in our tree"
Q126998,Catherine Ingesdotter of Sweden,+1001-00-00T00:00:00Z,+1101-01-01T00:00:00Z,,Q4958322,,"MISSING: on wikidata, no geni link, not in our tree"
Q127000,Margaret Fredkulla,,,,Q262305,5234818062140033220,held: geni id in our corpus
Q127002,Dmitr Sawiditsch,+1050-00-00T00:00:00Z,+1118-06-09T00:00:00Z,,Q4162682,,"MISSING: on wikidata, no geni link, not in our tree"
Q127004,Canute Lavard,,,,Q434760,6000000006997472376,held: geni id in our corpus
Q127006,Valdemar I of Denmark,,,,Q297194,5305294636990124817,held: geni id in our corpus
Q127008,Christina of Denmark,,,,Q2555139,6000000009705979434,held: geni id in our corpus
Q127010,Margrethe Knudsdatter,,,,Q11988171,6000000007095800229,held: geni id in our corpus
Q127012,Eric II of Denmark,,,,Q365085,6000000010981215917,MISSING: has a geni id we have never exported
Q127014,Sigurd the Crusader,,,,Q313005,6000000001205606328,held: geni id in our corpus
Q127016,Kristin Sigurdsdatter,,,,Q642075,6000000003645734389,held: geni id in our corpus
Q127018,Vladimir Vsevolodovich,+1150-00-00T00:00:00Z,+1141-00-00T00:00:00Z,,Q16630592,,held via wikidata: item carries a geni id we may hold
Q127020,"Bagrationi, daughter of Demetrius I of Georgia",+1101-00-00T00:00:00Z,+1201-01-01T00:00:00Z,,Q16206930,,"MISSING: on wikidata, no geni link, not in our tree"
Q127022,Izjaslavna Kyjevska,,,,Q123399744,,held via wikidata: item carries a geni id we may hold
Q127024,NN,,,,Q96239456,,"MISSING: on wikidata, no geni link, not in our tree"
Q127026,Roman I of Kiev,+1135-00-00T00:00:00Z,+1180-06-14T00:00:00Z,,Q496545,,"MISSING: on wikidata, no geni link, not in our tree"
Q127028,Mstislav Rostislavich of Smolensk,,,,Q4305604,6000000014170572042,held: geni id in our corpus
Q127030,Svjatoslav Rostislavitsj,+1135-00-00T00:00:00Z,+1170-00-00T00:00:00Z,,Q7819362,,"MISSING: on wikidata, no geni link, not in our tree"
Q127032,Davyd Rostislavich,+1140-01-01T00:00:00Z,+1197-04-23T00:00:00Z,,Q550638,,held via wikidata: item carries a geni id we may hold
Q127034,Agafya Rostislavna,+1101-00-00T00:00:00Z,+1101-00-00T00:00:00Z,,Q17280675,,"MISSING: on wikidata, no geni link, not in our tree"
Q127036,Agrafena Rostislavna of Kiev,,+1237-01-01T00:00:00Z,,Q4057046,,"MISSING: on wikidata, no geni link, not in our tree"
Q127038,Mstyslav Volodymyrovych  of Dorohobuzh,+1150-00-00T00:00:00Z,,,Q4305588,,"MISSING: on wikidata, no geni link, not in our tree"
Q127040,Yaroslav Vladimirovich,,,,Q4538768,,"MISSING: on wikidata, no geni link, not in our tree"
Q127042,Svyatoslav Vladimirovich,,+1221-00-00T00:00:00Z,,Q27031288,,"MISSING: on wikidata, no geni link, not in our tree"
Q127044,Géza II of Hungary,,,,Q86940,6000000003897541628,held: geni id in our corpus
Q127046,"Géza, royal prince of Hungary",+1151-01-01T00:00:00Z,+1210-01-01T00:00:00Z,,Q573248,,"MISSING: on wikidata, no geni link, not in our tree"
Q127048,Eufemie Olomoucká,+1115-00-00T00:00:00Z,,,Q9255749,,held via wikidata: item carries a geni id we may hold
Q127050,Marie Comnène,+1125-00-00T00:00:00Z,+1183-00-00T00:00:00Z,,Q3292454,,"MISSING: on wikidata, no geni link, not in our tree"
Q127052,Sviatoslav III of Kiev,,+1194-07-27T00:00:00Z,,Q497100,,held via wikidata: item carries a geni id we may hold
Q127054,Yaroslav II Vsevolodovich,+1139-00-00T00:00:00Z,+1198-00-00T00:00:00Z,,Q2042116,,"MISSING: on wikidata, no geni link, not in our tree"
Q127056,Anna of Chernihiv,,+1141-00-00T00:00:00Z,,Q63092361,,"MISSING: on wikidata, no geni link, not in our tree"
Q127058,Otto III.,+1122-00-00T00:00:00Z,+1160-05-12T00:00:00Z,,Q720078,,"MISSING: on wikidata, no geni link, not in our tree"
Q127060,Vladimir van Olomouc,+1145-00-00T00:00:00Z,+1200-01-01T00:00:00Z,,Q1817240,,"MISSING: on wikidata, no geni link, not in our tree"
Q127062,Břetislav of Olomouc,+1150-00-00T00:00:00Z,,,Q3506333,,"MISSING: on wikidata, no geni link, not in our tree"
Q127064,Bracislav Izjaslavsky,,,,Q12085112,,held via wikidata: item carries a geni id we may hold
Q127066,Anna (Arete) Doukaina,,,,Q56506950,,"MISSING: on wikidata, no geni link, not in our tree"
Q127068,Konstantinos Kalamanos,+1137-00-00T00:00:00Z,+1173-00-00T00:00:00Z,,Q1668802,,"MISSING: on wikidata, no geni link, not in our tree"
Q127070,Ayyub Khan,+1070-00-00T00:00:00Z,+1117-00-00T00:00:00Z,,Q16147421,,"MISSING: on wikidata, no geni link, not in our tree"
Q127072,Yaropolk Rostislavich,+1101-00-00T00:00:00Z,+1182-00-00T00:00:00Z,,Q4538751,,held via wikidata: item carries a geni id we may hold
Q127074,Mstislav the Eyeless,+1150-00-00T00:00:00Z,+1178-04-20T00:00:00Z,,Q4305602,,"MISSING: on wikidata, no geni link, not in our tree"
Q127076,Jevfrosinja Rostislavna,,+1179-00-00T00:00:00Z,,Q112624721,,"MISSING: on wikidata, no geni link, not in our tree"
Q127078,Ultia Kuchko,,,,Q75394632,,"MISSING: on wikidata, no geni link, not in our tree"
Q127082,Izyaslav Andreevich,+1148-00-00T00:00:00Z,+1165-10-28T00:00:00Z,,Q4198920,,"MISSING: on wikidata, no geni link, not in our tree"
Q127084,Mstislav Andreyevich,,+1172-03-28T00:00:00Z,,Q4305585,,"MISSING: on wikidata, no geni link, not in our tree"
Q127086,Gleb Vladimirskiy,+1155-00-00T00:00:00Z,+1175-07-03T00:00:00Z,,Q21843586,,"MISSING: on wikidata, no geni link, not in our tree"
Q127088,Rostislava of Vladimir-Suzdal,+1150-00-00T00:00:00Z,,,Q56329494,,"MISSING: on wikidata, no geni link, not in our tree"
Q127089,unknown daughter of Iziaslav II of Kyiv,,,,Q75394635,,"MISSING: on wikidata, no geni link, not in our tree"
Q127091,Włodzimierz II Glebowicz,+1157-00-00T00:00:00Z,+1187-04-18T00:00:00Z,,Q4113036,,"MISSING: on wikidata, no geni link, not in our tree"
Q127093,Olga Glebovna,,,,Q4334078,,"MISSING: on wikidata, no geni link, not in our tree"
Q127095,Izyaslav Glebovich,,,,Q4198924,,"MISSING: on wikidata, no geni link, not in our tree"
Q127097,Maria Shvarnovna,+1101-00-00T00:00:00Z,+1205-00-00T00:00:00Z,,Q4281726,,"MISSING: on wikidata, no geni link, not in our tree"
Q127100,Lyubava Vasilkavna,,,,Q13478538,,held via wikidata: item carries a geni id we may hold
Q127104,Yuri II of Vladimir,,,,Q547869,6000000009095926424,held: geni id in our corpus
Q127106,Yaroslav II of Vladimir,+1191-02-08T00:00:00Z,+1246-09-30T00:00:00Z,,Q359396,,"MISSING: on wikidata, no geni link, not in our tree"
Q127108,Sviatoslav IV of Vladimir,+1196-03-27T00:00:00Z,+1252-02-03T00:00:00Z,,Q550646,,"MISSING: on wikidata, no geni link, not in our tree"
Q127110,Vladimir Vsevolodovich,+1192-10-26T00:00:00Z,+1227-01-06T00:00:00Z,,Q4113033,,"MISSING: on wikidata, no geni link, not in our tree"
Q127112,Ivan Vsevolodovich,+1197-08-28T00:00:00Z,+1247-01-01T00:00:00Z,,Q4195579,,"MISSING: on wikidata, no geni link, not in our tree"
Q127114,Verhuslava Vsevolodovna,+1180-00-00T00:00:00Z,+1222-00-00T00:00:00Z,,Q49600691,,"MISSING: on wikidata, no geni link, not in our tree"
Q127116,Yaroslav Osmomysl,+1119-05-26T00:00:00Z,+1187-10-01T00:00:00Z,,Q1353923,,"MISSING: on wikidata, no geni link, not in our tree"
Q127118,Vladimir II Yaroslavich,+1151-01-01T00:00:00Z,+1199-00-00T00:00:00Z,,Q4113074,,"MISSING: on wikidata, no geni link, not in our tree"
Q127120,Yefrosinya Yaroslavna,,,,Q12073491,,"MISSING: on wikidata, no geni link, not in our tree"
Q127122,Vysheslava Yaroslavna,+1167-00-00T00:00:00Z,,,Q9380429,,"MISSING: on wikidata, no geni link, not in our tree"
Q127124,Yaroslavna of Halych,+1150-00-00T00:00:00Z,,,Q4990810,,"MISSING: on wikidata, no geni link, not in our tree"
Q127126,Jaroslaw Mscislawowic,+1150-00-00T00:00:00Z,+1199-00-00T00:00:00Z,,Q4538775,,"MISSING: on wikidata, no geni link, not in our tree"
Q127128,Башкорд,,+1160-00-00T00:00:00Z,,Q32361824,,held via wikidata: item carries a geni id we may hold
Q127130,Svyatoslav Vladimirovich,,+1166-00-00T00:00:00Z,,Q4411628,,"MISSING: on wikidata, no geni link, not in our tree"
Q127132,Vseslav of Polotsk,,,,Q497915,6000000003897549326,held: geni id in our corpus
Q127134,NN,,,,Q98698910,,"MISSING: on wikidata, no geni link, not in our tree"
Q127136,Roman Vseslavich of Polotsk,+1100-00-00T00:00:00Z,+1116-00-00T00:00:00Z,,Q1961967,,held via wikidata: item carries a geni id we may hold
Q127138,Rostislav Vseslavich of Polotsk,+1070-00-00T00:00:00Z,+1130-00-00T00:00:00Z,,Q2047210,,"MISSING: on wikidata, no geni link, not in our tree"
Q127140,Rogvolod Vseslavich,+1054-01-01T00:00:00Z,+1128-01-01T00:00:00Z,,Q2594607,,held via wikidata: item carries a geni id we may hold
Q127142,David Vseslavich of Polotsk,,,,Q2625725,,held via wikidata: item carries a geni id we may hold
Q127144,Vseslav Vasilkovich,,,,Q2512396,,held via wikidata: item carries a geni id we may hold
Q127146,Bryachislav Vasilkovich,+1144-00-00T00:00:00Z,+1181-00-00T00:00:00Z,,Q4097582,,held via wikidata: item carries a geni id we may hold
Q127148,Izyaslav Vasilkovich,,,,Q13478512,,held via wikidata: item carries a geni id we may hold
Q127150,Maria of Polotsk,+1130-01-01T00:00:00Z,+1194-00-00T00:00:00Z,,Q13031421,,held via wikidata: item carries a geni id we may hold
Q127152,Vsevolod Vasilkovich,,,,Q13478519,,held via wikidata: item carries a geni id we may hold
Q127154,Adela von Alsleben,,,,Q114212784,,"MISSING: on wikidata, no geni link, not in our tree"
Q127156,Friedrich III. von Goseck,,,,Q1459966,6000000008861833558,held: geni id in our corpus
Q127158,Friedrich IV. von Goseck,,,,Q1460005,6000000004533173415,held: geni id in our corpus
Q127160,"Dietrich, Count of Plötzkau",+1050-00-00T00:00:00Z,,,Q24971254,,"MISSING: on wikidata, no geni link, not in our tree"
Q127162,Mathilde von Walbeck,,,,Q118188523,,"MISSING: on wikidata, no geni link, not in our tree"
Q127164,Hermann von Spanheim,+1050-00-00T00:00:00Z,+1118-07-22T00:00:00Z,,Q21034844,,"MISSING: on wikidata, no geni link, not in our tree"
Q127166,Rudolf II,,+1144-01-01T00:00:00Z,,Q24971181,,"MISSING: on wikidata, no geni link, not in our tree"
Q127168,Mathilde of Winzenburg,,,,Q118125640,,"MISSING: on wikidata, no geni link, not in our tree"
Q127170,Eric III of Denmark,+1100-01-01T00:00:00Z,+1146-11-20T00:00:00Z,,Q365064,,"MISSING: on wikidata, no geni link, not in our tree"
Q127172,Adelaide III of Sommerschenburg,+1130-00-00T00:00:00Z,+1184-05-01T00:00:00Z,,Q18683936,,"MISSING: on wikidata, no geni link, not in our tree"
Q127174,Adalbert von Sommerschenburg,+1130-00-00T00:00:00Z,+1179-03-17T00:00:00Z,,Q99461034,,"MISSING: on wikidata, no geni link, not in our tree"
Q127176,Sieghard IV Count of Büren,,,,Q76299596,,"MISSING: on wikidata, no geni link, not in our tree"
Q127178,Berta von Büren,,+1024-00-00T00:00:00Z,,Q76299593,,"MISSING: on wikidata, no geni link, not in our tree"
Q127180,"Sigebert I, count of Saargau",+1050-00-00T00:00:00Z,+1105-00-00T00:00:00Z,,Q20499827,,"MISSING: on wikidata, no geni link, not in our tree"
Q127182,NN,,,,Q110562318,,"MISSING: on wikidata, no geni link, not in our tree"
Q127184,Brunon de Sarrebruck,+1100-00-00T00:00:00Z,+1123-00-00T00:00:00Z,,Q118861,,"MISSING: on wikidata, no geni link, not in our tree"
Q127186,"Sigebert II, count of Saargau",+1050-00-00T00:00:00Z,,,Q20499816,,"MISSING: on wikidata, no geni link, not in our tree"
Q127188,Adalbert of Mainz,+1100-00-00T00:00:00Z,+1137-06-23T00:00:00Z,,Q347454,,"MISSING: on wikidata, no geni link, not in our tree"
Q127190,Mechtild (von Sponheim),,,,Q105984244,,"MISSING: on wikidata, no geni link, not in our tree"
Q127192,Simon II,+1160-00-00T00:00:00Z,+1207-00-00T00:00:00Z,,Q2287559,,"MISSING: on wikidata, no geni link, not in our tree"
Q127194,"Henry I, Count of Zweibrücken",+1200-01-01T00:00:00Z,+1228-00-00T00:00:00Z,,Q1496040,,"MISSING: on wikidata, no geni link, not in our tree"
Q127196,Jutta of Saarbrücken,,+1300-00-00T00:00:00Z,,Q96257776,,"MISSING: on wikidata, no geni link, not in our tree"
Q127198,Agnes von Saarbrücken,+1160-00-00T00:00:00Z,,,Q118213728,,"MISSING: on wikidata, no geni link, not in our tree"
Q127200,Beatrice of Swabia,+1198-01-01T00:00:00Z,+1212-08-11T00:00:00Z,,Q224611,,"MISSING: on wikidata, no geni link, not in our tree"
Q127202,Kunigunde of Hohenstaufen,+1202-00-00T00:00:00Z,+1248-09-13T00:00:00Z,,Q63186,,"MISSING: on wikidata, no geni link, not in our tree"
Q127206,Marie of Hohenstaufen,,,,Q224728,6000000005964036527,MISSING: has a geni id we have never exported
Q127208,"Joan I, Countess of Burgundy",+1191-01-01T00:00:00Z,+1205-01-01T00:00:00Z,,Q1755437,,"MISSING: on wikidata, no geni link, not in our tree"
Q127210,"Beatrice II, Countess of Burgundy",,,,Q1970878,6000000000661306654,held: geni id in our corpus
Q127212,"William II, Count of Chalon",+1200-00-00T00:00:00Z,,,Q1608007,,"MISSING: on wikidata, no geni link, not in our tree"
Q127214,"Beatrice, Countess of Chalon",+1174-01-01T00:00:00Z,+1227-04-07T00:00:00Z,,Q2182635,,"MISSING: on wikidata, no geni link, not in our tree"
Q127216,Berthold I of Henneberg,+1150-00-00T00:00:00Z,+1159-10-25T00:00:00Z,,Q15122595,,"MISSING: on wikidata, no geni link, not in our tree"
Q127218,Bertha of Putelendorf,,+1190-09-14T00:00:00Z,,Q4895528,,"MISSING: on wikidata, no geni link, not in our tree"
Q127220,Poppo VI of Henneberg,+1150-00-00T00:00:00Z,+1191-00-00T00:00:00Z,,Q26813189,,"MISSING: on wikidata, no geni link, not in our tree"
Q127222,"Henry VI, Count Palatine of the Rhine",+1195-01-01T00:00:00Z,+1214-04-01T00:00:00Z,,Q68265,,"MISSING: on wikidata, no geni link, not in our tree"
Q127224,Alexander von Soiron,+1200-01-01T00:00:00Z,+1260-02-24T00:00:00Z,,Q101275,,"MISSING: on wikidata, no geni link, not in our tree"
Q127226,Agnes of the Palatinate,+1201-00-00T00:00:00Z,+1267-00-00T00:00:00Z,,Q4450926,,"MISSING: on wikidata, no geni link, not in our tree"
Q127228,Agnes of Veldenz,,,,Q107528309,,"MISSING: on wikidata, no geni link, not in our tree"
Q127230,"Frederick II, Duke of Lorraine",+1162-00-00T00:00:00Z,+1213-10-10T00:00:00Z,,Q571529,,"MISSING: on wikidata, no geni link, not in our tree"
Q127232,Cunigunda of Lorraine,,+1214-00-00T00:00:00Z,,Q2499802,,"MISSING: on wikidata, no geni link, not in our tree"
Q127234,Dietrich of Lorraine,,+1224-00-00T00:00:00Z,,Q3524598,,"MISSING: on wikidata, no geni link, not in our tree"
Q127236,Matthieu of Lorraine,+1170-00-00T00:00:00Z,+1217-04-00T00:00:00Z,,Q3299943,,"MISSING: on wikidata, no geni link, not in our tree"
Q127238,Hedwig of Lorraine,,+1228-00-00T00:00:00Z,,Q22328255,,"MISSING: on wikidata, no geni link, not in our tree"
Q127240,"Henri de Lorraine, Lord de Bayon",,,,Q75291448,6000000002188021911,held: geni id in our corpus
Q127242,Philip of Lorraine,,+1243-00-00T00:00:00Z,,Q75291453,,"MISSING: on wikidata, no geni link, not in our tree"
Q127244,Agatha de Lorraine,,+1242-00-00T00:00:00Z,,Q75291458,,"MISSING: on wikidata, no geni link, not in our tree"
Q127246,Judith de Lorraine,+1171-00-00T00:00:00Z,,,Q75291459,,"MISSING: on wikidata, no geni link, not in our tree"
Q127248,Beatrice de Dampierre,,,,Q75587957,,"MISSING: on wikidata, no geni link, not in our tree"
Q127250,Alexander of Burgundy,+1170-00-00T00:00:00Z,+1205-00-00T00:00:00Z,,Q75395031,,"MISSING: on wikidata, no geni link, not in our tree"
Q127252,Douce de Bourgogne,+1175-00-00T00:00:00Z,,,Q76064995,,"MISSING: on wikidata, no geni link, not in our tree"
Q127254,Alix de Bourgogne,+1177-00-00T00:00:00Z,+1266-00-00T00:00:00Z,,Q76065016,,"MISSING: on wikidata, no geni link, not in our tree"
Q127256,Hedwig of Gudensberg,+1098-01-01T00:00:00Z,+1148-01-01T00:00:00Z,,Q537409,,"MISSING: on wikidata, no geni link, not in our tree"
Q127258,Henri Raspe II,+1130-00-00T00:00:00Z,+1155-00-00T00:00:00Z,,Q1598524,,"MISSING: on wikidata, no geni link, not in our tree"
Q127260,Adelheid von Thüringen,+1130-00-00T00:00:00Z,,,Q66363135,,"MISSING: on wikidata, no geni link, not in our tree"
Q127262,Sophia von Thüringen,,,,Q76079861,,"MISSING: on wikidata, no geni link, not in our tree"
Q127264,Sophia of Wittelsbach,+1170-01-01T00:00:00Z,+1238-07-10T00:00:00Z,,Q3503161,,"MISSING: on wikidata, no geni link, not in our tree"
Q127266,.zw,+1200-10-28T00:00:00Z,+1227-09-11T00:00:00Z,,Q42286,,"MISSING: on wikidata, no geni link, not in our tree"
Q127268,"Henry Raspe, Landgrave of Thuringia",+1202-00-00T00:00:00Z,+1247-02-16T00:00:00Z,,Q61367,,"MISSING: on wikidata, no geni link, not in our tree"
Q127270,American Association for the Advancement of Science,+1206-01-01T00:00:00Z,+1240-07-24T00:00:00Z,,Q40358,,"MISSING: on wikidata, no geni link, not in our tree"
Q127272,Jutta of Thuringia,+1184-00-00T00:00:00Z,+1235-08-06T00:00:00Z,,Q96074,,"MISSING: on wikidata, no geni link, not in our tree"
Q127274,Agnes of Thuringia,+1250-00-00T00:00:00Z,+1261-00-00T00:00:00Z,,Q19367090,,"MISSING: on wikidata, no geni link, not in our tree"
Q127276,Irmgard von Thüringen,+1197-00-00T00:00:00Z,+1244-00-00T00:00:00Z,,Q75289039,,"MISSING: on wikidata, no geni link, not in our tree"
Q127278,Hedwig von Thüringen,+1184-00-00T00:00:00Z,+1247-00-00T00:00:00Z,,Q117793277,,"MISSING: on wikidata, no geni link, not in our tree"
Q127280,Margaret of Cleves,+1160-00-00T00:00:00Z,+1185-00-00T00:00:00Z,,Q20498971,,"MISSING: on wikidata, no geni link, not in our tree"
Q127282,Jutta von Thüringen,,,,Q75247705,,"MISSING: on wikidata, no geni link, not in our tree"
Q127284,Liutgard von Ziegenhain,,+1207-08-15T00:00:00Z,,Q75247890,,"MISSING: on wikidata, no geni link, not in our tree"
Q127286,"Judith, Countess of Ziegenhain",,+1220-10-06T00:00:00Z,,Q75247886,,"MISSING: on wikidata, no geni link, not in our tree"
Q127288,Sophia von Ziegenhain Gräfin von Wildungen,,+1254-02-26T00:00:00Z,,Q76266322,,"MISSING: on wikidata, no geni link, not in our tree"
Q127290,Hermann II of Ravensberg,+1200-00-00T00:00:00Z,+1221-01-01T00:00:00Z,,Q1611586,,"MISSING: on wikidata, no geni link, not in our tree"
Q127292,Louis of Ravensberg,+1150-00-00T00:00:00Z,+1249-01-15T00:00:00Z,,Q1874128,,"MISSING: on wikidata, no geni link, not in our tree"
Q127294,Otto II of Ravensberg,+1200-01-01T00:00:00Z,+1244-04-01T00:00:00Z,,Q1821600,,"MISSING: on wikidata, no geni link, not in our tree"
Q127296,Hermann von Ravensberg,,,,Q100409389,,"MISSING: on wikidata, no geni link, not in our tree"
Q127298,Otto III of Wolfratshausen,+1150-00-00T00:00:00Z,+1227-05-28T00:00:00Z,,Q61140626,,"MISSING: on wikidata, no geni link, not in our tree"
Q127300,Heinrich I of Wolfratshausen,+1050-00-00T00:00:00Z,+1155-05-10T00:00:00Z,,Q1409008,,"MISSING: on wikidata, no geni link, not in our tree"
Q127302,Canute VI of Denmark,+1163-01-01T00:00:00Z,+1202-11-12T00:00:00Z,,Q359596,,"MISSING: on wikidata, no geni link, not in our tree"
Q127304,Ingvar of Kiev,,,,Q428154,6000000010935947869,held: geni id in our corpus
Q127306,Mstislaw de Halicz,,+1226-01-01T00:00:00Z,,Q4305618,,"MISSING: on wikidata, no geni link, not in our tree"
Q127308,Izyaslav Yaroslavich,,+1196-02-00T00:00:00Z,,Q4198933,,"MISSING: on wikidata, no geni link, not in our tree"
Q127310,Adalbert von Pfitzingen,,,,Q75241778,,"MISSING: on wikidata, no geni link, not in our tree"
Q127312,Berengar von Pfitzingen,,,,Q75241779,,"MISSING: on wikidata, no geni link, not in our tree"
Q127314,unknown son von Weikersheim,,,,Q75383286,,"MISSING: on wikidata, no geni link, not in our tree"
Q127316,Heinrich von Hohenlohe,,,,Q75241781,,"MISSING: on wikidata, no geni link, not in our tree"
Q127318,Konrad von Weikersheim,,,,Q75241782,,"MISSING: on wikidata, no geni link, not in our tree"
Q127320,Adalbert von Hohenlohe,+1150-00-00T00:00:00Z,,,Q31191649,,"MISSING: on wikidata, no geni link, not in our tree"
Q127322,Cäcilie von Thüringen,+1135-00-00T00:00:00Z,,,Q118112940,,"MISSING: on wikidata, no geni link, not in our tree"
Q127324,Paul Eugen Sieg,+1080-00-00T00:00:00Z,+1123-00-00T00:00:00Z,,Q87119,,"MISSING: on wikidata, no geni link, not in our tree"
Q127326,Vestone,,+1162-01-01T00:00:00Z,,Q112190,,"MISSING: on wikidata, no geni link, not in our tree"
Q127328,The Matrix,+1116-00-00T00:00:00Z,,,Q83495,,"MISSING: on wikidata, no geni link, not in our tree"
Q127330,"Herman IV, Margrave of Baden",+1135-01-01T00:00:00Z,+1190-09-13T00:00:00Z,,Q77853,,"MISSING: on wikidata, no geni link, not in our tree"
Q127332,"Henry I, Margrave of Baden-Hachberg",+1250-00-00T00:00:00Z,+1231-07-02T00:00:00Z,,Q98780,,"MISSING: on wikidata, no geni link, not in our tree"
Q127334,Maria Taronitissa,,,,Q61704768,,"MISSING: on wikidata, no geni link, not in our tree"
Q127336,Alexios Komnenos,+1160-00-00T00:00:00Z,+1187-01-01T00:00:00Z,,Q12898656,,"MISSING: on wikidata, no geni link, not in our tree"
Q127348,"Margaret of Austria, Queen of Bohemia",+1204-01-01T00:00:00Z,+1266-10-29T00:00:00Z,,Q253778,,"MISSING: on wikidata, no geni link, not in our tree"
Q127350,"Frederick II, Duke of Austria",+1211-04-25T00:00:00Z,+1246-06-15T00:00:00Z,,Q280338,,"MISSING: on wikidata, no geni link, not in our tree"
Q127352,Constance of Babenberg,+1212-05-06T00:00:00Z,+1243-05-05T00:00:00Z,,Q547754,,"MISSING: on wikidata, no geni link, not in our tree"
Q127354,Agnes of Babenberg,+1206-00-00T00:00:00Z,+1226-08-29T00:00:00Z,,Q19601994,,"MISSING: on wikidata, no geni link, not in our tree"
Q127356,Leopold Babenberský,+1207-00-00T00:00:00Z,+1216-08-15T00:00:00Z,,Q28856124,,"MISSING: on wikidata, no geni link, not in our tree"
Q127358,Gertrud von Babenberg,+1210-00-00T00:00:00Z,+1241-01-01T00:00:00Z,,Q537392,,"MISSING: on wikidata, no geni link, not in our tree"
Q127361,Heinrich der Grausame von Österreich,+1208-01-01T00:00:00Z,+1227-11-29T00:00:00Z,,Q1587183,,"MISSING: on wikidata, no geni link, not in our tree"
Q127363,Henry V of Carinthia,,+1161-10-12T00:00:00Z,,Q551463,,"MISSING: on wikidata, no geni link, not in our tree"
Q127365,Judith of Bohemia (d. 1230),+1201-01-01T00:00:00Z,+1230-06-02T00:00:00Z,,Q2385877,,"MISSING: on wikidata, no geni link, not in our tree"
Q127367,Philip of Carinthia,+1220-01-01T00:00:00Z,+1279-07-22T00:00:00Z,,Q321080,,"MISSING: on wikidata, no geni link, not in our tree"
Q127369,Ulrich III,+1220-01-01T00:00:00Z,+1269-10-27T00:00:00Z,,Q575523,6000000028324137503,held: geni id in our corpus
Q127371,Foshan,+1174-01-01T00:00:00Z,+1243-10-15T00:00:00Z,,Q34412,,"MISSING: on wikidata, no geni link, not in our tree"
Q127373,Lamia,+1192-01-01T00:00:00Z,+1241-04-09T00:00:00Z,,Q29874,6000000003937220101,held: geni id in our corpus
Q127375,Konrad the Curly,+1198-01-01T00:00:00Z,+1213-09-04T00:00:00Z,,Q956304,,"MISSING: on wikidata, no geni link, not in our tree"
Q127377,Gertrud of Silesia,+1200-00-00T00:00:00Z,+1268-12-30T00:00:00Z,,Q2885228,,"MISSING: on wikidata, no geni link, not in our tree"
Q127379,Děpolt III,+1150-00-00T00:00:00Z,+1223-00-00T00:00:00Z,,Q9213724,,"MISSING: on wikidata, no geni link, not in our tree"
Q127381,Ota Magdebursky,+1191-00-00T00:00:00Z,+1226-00-00T00:00:00Z,,Q11801056,,"MISSING: on wikidata, no geni link, not in our tree"
Q127383,"Boleslaus, son of Děpolt",+1101-00-00T00:00:00Z,+1241-04-09T00:00:00Z,,Q9176953,,"MISSING: on wikidata, no geni link, not in our tree"
