kind,name,people,scripts,verdict,qids
given,묘,1,Hangul,no item — could be created,
given,구용,1,Hangul,no item — could be created,
given,구덕,1,Hangul,no item — could be created,
given,제안의,1,Hangul,no item — could be created,
given,Jon-Sa,1,Latin,no item — could be created,
given,존사,1,Hangul,no item — could be created,
given,여도,1,Hangul,no item — could be created,
given,거안,1,Hangul,no item — could be created,
given,계안,1,Hangul,no item — could be created,
given,연안,1,Hangul,no item — could be created,
given,애도,1,Hangul,no item — could be created,
given,Eui-Chul,1,Latin,no item — could be created,
given,의철,1,Hangul,no item — could be created,
given,정철,1,Hangul,no item — could be created,
given,명철,1,Hangul,no item — could be created,
given,애조,1,Hangul,no item — could be created,
given,유해,1,Hangul,no item — could be created,
given,애지,1,Hangul,no item — could be created,
given,맹경,1,Hangul,no item — could be created,
given,삼익,1,Hangul,no item — could be created,
given,상지,1,Hangul,no item — could be created,
given,삼우,1,Hangul,no item — could be created,
given,운후,1,Hangul,no item — could be created,
given,삼근,1,Hangul,no item — could be created,
given,원규,1,Hangul,no item — could be created,
given,미성,1,Hangul,no item — could be created,
given,유위,1,Hangul,no item — could be created,
given,거정,1,Hangul,no item — could be created,
given,거광,1,Hangul,no item — could be created,
given,득검,1,Hangul,no item — could be created,
given,효신,1,Hangul,no item — could be created,
given,효장,1,Hangul,no item — could be created,
given,귀,1,Hangul,no item — could be created,
given,효종,1,Hangul,no item — could be created,
given,효존,1,Hangul,no item — could be created,
given,효사,1,Hangul,no item — could be created,
given,효건,1,Hangul,no item — could be created,
given,효숭,1,Hangul,no item — could be created,
given,물민,1,Hangul,no item — could be created,
given,명민,1,Hangul,no item — could be created,
given,석민,1,Hangul,no item — could be created,
given,승직,1,Hangul,no item — could be created,
given,시민,1,Hangul,no item — could be created,
given,중구,1,Hangul,no item — could be created,
given,숙구,1,Hangul,no item — could be created,
given,계구,1,Hangul,no item — could be created,
given,맹구,1,Hangul,no item — could be created,
given,계권,1,Hangul,no item — could be created,
given,계행,1,Hangul,no item — could be created,
given,흥양,1,Hangul,no item — could be created,
given,약흠,1,Hangul,no item — could be created,
given,억수,1,Hangul,no item — could be created,
given,익수,1,Hangul,no item — could be created,
given,조수,1,Hangul,no item — could be created,
given,만수,1,Hangul,no item — could be created,
given,미수,1,Hangul,no item — could be created,
given,배윤,1,Hangul,no item — could be created,
given,파,1,Hangul,no item — could be created,
given,팽여,1,Hangul,no item — could be created,
given,팽주,1,Hangul,no item — could be created,
given,팽소,1,Hangul,no item — could be created,
given,계용,1,Hangul,no item — could be created,
given,여찬,1,Hangul,no item — could be created,
given,Paek-Man,1,Latin,no item — could be created,
given,계감,1,Hangul,no item — could be created,
given,인범,1,Hangul,no item — could be created,
given,방직,1,Hangul,no item — could be created,
given,선지,1,Hangul,no item — could be created,
given,석필,1,Hangul,no item — could be created,
given,Se-Gi,1,Latin,no item — could be created,
given,세기,1,Hangul,no item — could be created,
given,Gwa,1,Latin,no item — could be created,
given,Cheon,1,Latin,no item — could be created,
given,지남의,1,Han+Hangul,no item — could be created,
given,Gyeong-Jung,1,Latin,no item — could be created,
given,경중,1,Hangul,no item — could be created,
given,Seong--Jung,1,Latin,no item — could be created,
given,성중,1,Hangul,no item — could be created,
given,Dal-Chung,1,Latin,no item — could be created,
given,자해,1,Hangul,no item — could be created,
given,득해,1,Hangul,no item — could be created,
given,산해,1,Hangul,no item — could be created,
given,수해,1,Hangul,no item — could be created,
given,Yun-Hyeon,1,Hangul+Latin,no item — could be created,
given,윤현,1,Hangul,no item — could be created,
given,Yun-Dong,1,Latin,no item — could be created,
given,윤동,1,Hangul,no item — could be created,
given,允童,1,Han,no item — could be created,
given,Yun-O,1,Latin,no item — could be created,
given,윤오,1,Hangul,no item — could be created,
given,Yun-Dan,1,Latin,no item — could be created,
given,윤단,1,Hangul,no item — could be created,
given,允丹,1,Han,no item — could be created,
given,Ja-Gyeong,1,Latin,no item — could be created,
given,自敬,1,Han,no item — could be created,
given,Yun-Bom,1,Latin,no item — could be created,
given,윤범,1,Hangul,no item — could be created,
given,궤,1,Hangul,no item — could be created,
given,식심,1,Hangul,no item — could be created,
given,식함,1,Hangul,no item — could be created,
given,지성,1,Hangul,no item — could be created,
given,근녕,1,Hangul,no item — could be created,
given,근안,1,Hangul,no item — could be created,
given,숭직,1,Hangul,no item — could be created,
given,숭선,1,Hangul,no item — could be created,
given,숭신,1,Hangul,no item — could be created,
given,숭효,1,Hangul,no item — could be created,
given,석문,1,Hangul,no item — could be created,
given,춘백,1,Hangul,no item — could be created,
given,송백,1,Hangul,no item — could be created,
given,진공,1,Hangul,no item — could be created,
given,이산,1,Hangul,no item — could be created,
given,맹,1,Hangul,no item — could be created,
given,학령,1,Hangul,no item — could be created,
given,윤상,1,Hangul,no item — could be created,
given,계선,1,Hangul,no item — could be created,
given,정보,1,Hangul,no item — could be created,
given,성우,1,Hangul,no item — could be created,
given,정오,1,Hangul,no item — could be created,
given,Jeong-Sang,1,Latin,no item — could be created,
given,정상,1,Hangul,no item — could be created,
given,Jong-Gyeon,1,Latin,no item — could be created,
given,정견,1,Hangul,no item — could be created,
given,Jeong-Seok,1,Latin,no item — could be created,
given,정석,1,Hangul,no item — could be created,
given,중문,1,Hangul,no item — could be created,
given,원상,1,Hangul,no item — could be created,
given,검지,1,Hangul,no item — could be created,
given,효림,1,Hangul,no item — could be created,
given,효상,1,Hangul,no item — could be created,
given,혁손,1,Hangul,no item — could be created,
given,한지,1,Hangul,no item — could be created,
given,연지,1,Hangul,no item — could be created,
given,Hoeng,1,Latin,no item — could be created,
given,승렬,1,Hangul,no item — could be created,
given,Myong-,1,Latin,no item — could be created,
given,맹헌,1,Hangul,no item — could be created,
given,안상,1,Hangul,no item — could be created,
given,영상,1,Hangul,no item — could be created,
given,안적,1,Hangul,no item — could be created,
given,영적,1,Hangul,no item — could be created,
given,흥상,1,Hangul,no item — could be created,
given,구상,1,Hangul,no item — could be created,
given,승적,1,Hangul,no item — could be created,
given,Hyu,1,Latin,no item — could be created,
given,중겸,1,Hangul,no item — could be created,
given,계겸,1,Hangul,no item — could be created,
given,경명,1,Hangul,no item — could be created,
given,자성,1,Hangul,no item — could be created,
given,맹겸,1,Hangul,no item — could be created,
given,자방,1,Hangul,no item — could be created,
given,보무,1,Hangul,no item — could be created,
given,승원,1,Hangul,no item — could be created,
given,중부,1,Hangul,no item — could be created,
given,천동,1,Hangul,no item — could be created,
given,중하,1,Hangul,no item — could be created,
given,일관,1,Hangul,no item — could be created,
given,여지,1,Hangul,no item — could be created,
given,거의,1,Hangul,no item — could be created,
given,거인,1,Hangul,no item — could be created,
given,유신,1,Hangul,no item — could be created,
given,거이,1,Hangul,no item — could be created,
given,곤륜,1,Hangul,no item — could be created,
given,"완도,",1,Han+Hangul,no item — could be created,
given,李完道,1,Han+Hangul,no item — could be created,
given,하감,1,Hangul,no item — could be created,
given,하성,1,Hangul,no item — could be created,
given,경생,1,Hangul,no item — could be created,
given,부윤,1,Hangul,no item — could be created,
given,인간,1,Hangul,no item — could be created,
given,완도,1,Hangul,no item — could be created,
given,용지,1,Hangul,no item — could be created,
given,"씨夫人,",1,Han+Hangul,no item — could be created,
given,貞敬夫人,1,Han+Hangul,no item — could be created,
given,西原李氏,1,Han+Hangul,no item — could be created,
given,대림,1,Hangul,no item — could be created,
given,픽,1,Hangul,no item — could be created,
given,탕,1,Hangul,no item — could be created,
given,달손,1,Hangul,no item — could be created,
given,유장,1,Hangul,no item — could be created,
given,Yag-Chae,1,Latin,no item — could be created,
given,약채,1,Hangul,no item — could be created,
given,유돈,1,Hangul,no item — could be created,
given,Cheol-San,1,Latin,no item — could be created,
given,흥덕,1,Hangul,no item — could be created,
given,번,1,Hangul,no item — could be created,
given,광부,1,Hangul,no item — could be created,
given,의효,1,Hangul,no item — could be created,
given,예효,1,Hangul,no item — could be created,
given,중효,1,Hangul,no item — could be created,
given,맹효,1,Hangul,no item — could be created,
given,보완,1,Hangul,no item — could be created,
given,치관,1,Hangul,no item — could be created,
given,승중,1,Hangul,no item — could be created,
given,조동,1,Hangul,no item — could be created,
given,중련,1,Hangul,no item — could be created,
given,윤달,1,Hangul,no item — could be created,
given,양남,1,Hangul,no item — could be created,
given,이남,1,Hangul,no item — could be created,
given,종남,1,Hangul,no item — could be created,
given,효생,1,Hangul,no item — could be created,
given,사염,1,Hangul,no item — could be created,
given,자남,1,Hangul,no item — could be created,
given,양명,1,Hangul,no item — could be created,
given,미노,1,Hangul,no item — could be created,
given,금강,1,Hangul,no item — could be created,
given,핍,1,Hangul,no item — could be created,
given,윤남,1,Hangul,no item — could be created,
given,우주,1,Hangul,no item — could be created,
given,효민,1,Hangul,no item — could be created,
given,옥정,1,Hangul,no item — could be created,
given,승석,1,Hangul,no item — could be created,
given,을귀,1,Hangul,no item — could be created,
given,인강,1,Hangul,no item — could be created,
given,종의,1,Hangul,no item — could be created,
given,종약,1,Hangul,no item — could be created,
given,Jong-Ryeom,1,Latin,no item — could be created,
given,말생,1,Hangul,no item — could be created,
given,사행,1,Hangul,no item — could be created,
given,효원,1,Hangul,no item — could be created,
given,미윤,1,Hangul,no item — could be created,
given,현수,1,Hangul,no item — could be created,
given,회증,1,Hangul,no item — could be created,
given,회창,1,Hangul,no item — could be created,
given,회삼,1,Hangul,no item — could be created,
given,효흔,1,Hangul,no item — could be created,
given,효열,1,Hangul,no item — could be created,
given,사함,1,Hangul,no item — could be created,
given,사침,1,Hangul,no item — could be created,
given,사흡,1,Hangul,no item — could be created,
given,미창,1,Hangul,no item — could be created,
given,이손,1,Hangul,no item — could be created,
given,종인,1,Hangul,no item — could be created,
given,종주,1,Hangul,no item — could be created,
given,원룡,1,Hangul,no item — could be created,
given,맹동,1,Hangul,no item — could be created,
given,숙근,1,Hangul,no item — could be created,
given,홍간,1,Hangul,no item — could be created,
given,홍직,1,Hangul,no item — could be created,
given,홍신,1,Hangul,no item — could be created,
given,동지,1,Hangul,no item — could be created,
given,숙형,1,Hangul,no item — could be created,
given,승존,1,Hangul,no item — could be created,
given,문손,1,Hangul,no item — could be created,
given,숭지,1,Hangul,no item — could be created,
given,로,1,Hangul,no item — could be created,
given,신전,1,Hangul,no item — could be created,
given,"제,",1,Han+Hangul,no item — could be created,
given,"金濟,",1,Han+Hangul,no item — could be created,
given,市平令公,1,Han+Hangul,no item — could be created,
given,Wei-Jing,1,Latin,no item — could be created,
given,위징,1,Hangul,no item — could be created,
given,치하,1,Hangul,no item — could be created,
given,극충,1,Hangul,no item — could be created,
given,숭륜,1,Hangul,no item — could be created,
given,Geuk-Hwa,1,Latin,no item — could be created,
given,극화,1,Hangul,no item — could be created,
given,석효,1,Hangul,no item — could be created,
given,귀해,1,Hangul,no item — could be created,
given,Kae-,1,Latin,no item — could be created,
given,효순,1,Hangul,no item — could be created,
given,효완,1,Hangul,no item — could be created,
given,인철,1,Hangul,no item — could be created,
given,인창,1,Hangul,no item — could be created,
given,영선,1,Hangul,no item — could be created,
given,준문,1,Hangul,no item — could be created,
given,준민,1,Hangul,no item — could be created,
given,준정,1,Hangul,no item — could be created,
given,준생,1,Hangul,no item — could be created,
given,준동,1,Hangul,no item — could be created,
given,경전,1,Hangul,no item — could be created,
given,계분,1,Hangul,no item — could be created,
given,윤창,1,Hangul,no item — could be created,
given,계현,1,Hangul,no item — could be created,
given,맹창,1,Hangul,no item — could be created,
given,계창,1,Hangul,no item — could be created,
given,승범,1,Hangul,no item — could be created,
given,척약,1,Hangul,no item — could be created,
given,안명,1,Hangul,no item — could be created,
given,수간,1,Hangul,no item — could be created,
given,수근,1,Hangul,no item — could be created,
given,구년,1,Hangul,no item — could be created,
given,팽수,1,Hangul,no item — could be created,
given,백문,1,Hangul,no item — could be created,
given,승복,1,Hangul,no item — could be created,
given,창공,1,Hangul,no item — could be created,
given,창직,1,Hangul,no item — could be created,
given,지표,1,Hangul,no item — could be created,
given,상빈,1,Hangul,no item — could be created,
given,소축,1,Hangul,no item — could be created,
given,귀충,1,Hangul,no item — could be created,
given,효문,1,Hangul,no item — could be created,
given,덕중,1,Hangul,no item — could be created,
given,계후,1,Hangul,no item — could be created,
given,인동,1,Hangul,no item — could be created,
given,현로,1,Hangul,no item — could be created,
given,표손,1,Hangul,no item — could be created,
given,무회,1,Hangul,no item — could be created,
given,중렴,1,Hangul,no item — could be created,
given,중어,1,Hangul,no item — could be created,
given,산수,1,Hangul,no item — could be created,
given,승점,1,Hangul,no item — could be created,
given,지강,1,Hangul,no item — could be created,
given,이순,1,Hangul,no item — could be created,
given,이성,1,Hangul,no item — could be created,
given,인충,1,Hangul,no item — could be created,
given,예충,1,Hangul,no item — could be created,
given,세린,1,Hangul,no item — could be created,
given,종겸,1,Hangul,no item — could be created,
given,종검,1,Hangul,no item — could be created,
given,사석,1,Hangul,no item — could be created,
given,백연,1,Hangul,no item — could be created,
given,계연,1,Hangul,no item — could be created,
given,U-Gang,1,Latin,no item — could be created,
given,유강,1,Hangul,no item — could be created,
given,Bak-Gong,1,Latin,no item — could be created,
given,백공,1,Hangul,no item — could be created,
given,Deok-Min,1,Hangul+Latin,no item — could be created,
given,수민,1,Hangul,no item — could be created,
given,중귀,1,Hangul,no item — could be created,
given,좌,1,Hangul,no item — could be created,
given,포온,1,Hangul,no item — could be created,
given,수전,1,Hangul,no item — could be created,
given,수경,1,Hangul,no item — could be created,
given,수방,1,Hangul,no item — could be created,
given,수림,1,Hangul,no item — could be created,
given,인부,1,Hangul,no item — could be created,
given,춘부,1,Hangul,no item — could be created,
given,반실,1,Hangul,no item — could be created,
given,지실,1,Hangul,no item — could be created,
given,강실,1,Hangul,no item — could be created,
given,상도,1,Hangul,no item — could be created,
given,상경,1,Hangul,no item — could be created,
given,상공,1,Hangul,no item — could be created,
given,상포,1,Hangul,no item — could be created,
given,혜찬,1,Hangul,no item — could be created,
given,창도,1,Hangul,no item — could be created,
given,개도,1,Hangul,no item — could be created,
given,상재,1,Hangul,no item — could be created,
given,윤청,1,Hangul,no item — could be created,
given,윤숙,1,Hangul,no item — could be created,
given,윤징,1,Hangul,no item — could be created,
given,숙희,1,Hangul,no item — could be created,
given,계희,1,Hangul,no item — could be created,
given,맹희,1,Hangul,no item — could be created,
given,신문,1,Hangul,no item — could be created,
given,예문,1,Hangul,no item — could be created,
given,지문,1,Hangul,no item — could be created,
given,의권,1,Hangul,no item — could be created,
given,Ui-Yong,1,Hangul+Latin,no item — could be created,
given,의종,1,Hangul,no item — could be created,
given,의성,1,Hangul,no item — could be created,
given,효창,1,Hangul,no item — could be created,
given,덕창,1,Hangul,no item — could be created,
given,우평,1,Hangul,no item — could be created,
given,운산,1,Hangul,no item — could be created,
given,인손,1,Hangul,no item — could be created,
given,계남,1,Hangul,no item — could be created,
given,화일,1,Hangul,no item — could be created,
given,면,1,Hangul,no item — could be created,
given,흥조,1,Hangul,no item — could be created,
given,외,1,Hangul,no item — could be created,
given,평보,1,Hangul,no item — could be created,
given,계번,1,Hangul,no item — could be created,
given,팽,1,Hangul,no item — could be created,
given,몽,1,Hangul,no item — could be created,
given,양정,1,Hangul,no item — could be created,
given,In-Gi,1,Latin,no item — could be created,
given,연맹,1,Hangul,no item — could be created,
given,약언,1,Hangul,no item — could be created,
given,연온,1,Hangul,no item — could be created,
given,종정,1,Hangul,no item — could be created,
given,Bob-Al,1,Latin,no item — could be created,
given,보발,1,Hangul,no item — could be created,
given,Gyeom,1,Latin,has an item,Q69513160
given,Bu,1,Hangul+Latin,has an item,Q124632299
given,자한,1,Hangul,no item — could be created,
given,자번,1,Hangul,no item — could be created,
given,복기,1,Hangul,no item — could be created,
given,원길,1,Hangul,no item — could be created,
given,운형,1,Hangul,no item — could be created,
given,윤신,1,Hangul,no item — could be created,
given,승찬,1,Hangul,no item — could be created,
given,승열,1,Hangul,no item — could be created,
given,승서,1,Hangul,no item — could be created,
given,운수,1,Hangul,no item — could be created,
given,승연,1,Hangul,no item — could be created,
given,자은,1,Hangul,no item — could be created,
given,흡,1,Hangul,no item — could be created,
given,권근의,1,Hangul,no item — could be created,
given,맹상,1,Hangul,no item — could be created,
given,순지,1,Hangul,no item — could be created,
given,광리,1,Hangul,no item — could be created,
given,경문,1,Hangul,no item — could be created,
given,귀하,1,Hangul,no item — could be created,
given,동양,1,Hangul,no item — could be created,
given,명양,1,Hangul,no item — could be created,
given,영통,1,Hangul,no item — could be created,
given,안경,1,Hangul,no item — could be created,
given,안수,1,Hangul,no item — could be created,
given,공필,1,Hangul,no item — could be created,
given,공보,1,Hangul,no item — could be created,
given,방필,1,Hangul,no item — could be created,
given,등량,1,Hangul,no item — could be created,
given,경번,1,Hangul,no item — could be created,
given,등숭,1,Hangul,no item — could be created,
given,등준,1,Hangul,no item — could be created,
given,중행,1,Hangul,no item — could be created,
given,승양,1,Hangul,no item — could be created,
given,덕안,1,Hangul,no item — could be created,
given,덕보,1,Hangul,no item — could be created,
given,장담,1,Hangul,no item — could be created,
given,Hong심,1,Hangul+Latin,no item — could be created,
given,진무,1,Hangul,no item — could be created,
given,함,1,Hangul,no item — could be created,
given,영사,1,Hangul,no item — could be created,
given,긍,1,Hangul,no item — could be created,
given,칭,1,Hangul,no item — could be created,
given,Renarde,1,Latin,no item — could be created,
given,계조,1,Hangul,no item — could be created,
given,가라,1,Hangul,no item — could be created,
given,가물,1,Hangul,no item — could be created,
given,인규,1,Hangul,no item — could be created,
given,춘로,1,Hangul,no item — could be created,
given,인평,1,Hangul,no item — could be created,
given,중염,1,Hangul,no item — could be created,
given,가봉,1,Hangul,no item — could be created,
given,중산,1,Hangul,no item — could be created,
given,중달,1,Hangul,no item — could be created,
given,한공,1,Hangul,no item — could be created,
given,윤철,1,Hangul,no item — could be created,
given,오돈,1,Hangul,no item — could be created,
given,중립,1,Hangul,no item — could be created,
given,중리,1,Hangul,no item — could be created,
given,의호,1,Hangul,no item — could be created,
given,오륜,1,Hangul,no item — could be created,
given,창우,1,Hangul,no item — could be created,
given,종학,1,Hangul,no item — could be created,
given,혜방,1,Hangul,no item — could be created,
given,전지,1,Hangul,no item — could be created,
given,겸지,1,Hangul,no item — could be created,
given,효환,1,Hangul,no item — could be created,
given,지덕,1,Hangul,no item — could be created,
given,인생,1,Hangul,no item — could be created,
given,한연,1,Hangul,no item — could be created,
given,계근,1,Hangul,no item — could be created,
given,화상,1,Hangul,no item — could be created,
given,시라손,1,Hangul,no item — could be created,
given,돈피,1,Hangul,no item — could be created,
given,자온,1,Hangul,no item — could be created,
given,현충,1,Hangul,no item — could be created,
given,신충,1,Hangul,no item — could be created,
given,현상,1,Hangul,no item — could be created,
given,맹진,1,Hangul,no item — could be created,
given,계원,1,Hangul,no item — could be created,
given,계정,1,Hangul,no item — could be created,
given,숙치,1,Hangul,no item — could be created,
given,숙번,1,Hangul,no item — could be created,
given,숙주,1,Hangul,no item — could be created,
given,숙야,1,Hangul,no item — could be created,
given,숙휴,1,Hangul,no item — could be created,
given,숙당,1,Hangul,no item — could be created,
given,숙묘,1,Hangul,no item — could be created,
given,문비,1,Hangul,no item — could be created,
given,문강,1,Hangul,no item — could be created,
given,의산,1,Hangul,no item — could be created,
given,자량,1,Hangul,no item — could be created,
given,난손,1,Hangul,no item — could be created,
given,세형,1,Hangul,no item — could be created,
given,석형,1,Hangul,no item — could be created,
given,시형,1,Hangul,no item — could be created,
given,영견,1,Hangul,no item — could be created,
given,영모,1,Hangul,no item — could be created,
given,GEUK,1,Latin,no item — could be created,
given,YEOM,1,Latin,no item — could be created,
given,종배,1,Hangul,no item — could be created,
given,성손,1,Hangul,no item — could be created,
given,YUN,1,Latin,several items share the label,Q106766543 | Q106842804 | Q110866487
given,수령,1,Hangul,no item — could be created,
given,희경,1,Hangul,no item — could be created,
given,덕생,1,Hangul,no item — could be created,
given,GEUK-YEOM,1,Latin,no item — could be created,
given,구빈,1,Hangul,no item — could be created,
given,덕종,1,Hangul,no item — could be created,
given,효공,1,Hangul,no item — could be created,
given,복종,1,Hangul,no item — could be created,
given,서종,1,Hangul,no item — could be created,
given,길종,1,Hangul,no item — could be created,
given,인로,1,Hangul,no item — could be created,
given,지귀,1,Hangul,no item — could be created,
given,Machesnea,1,Latin,no item — could be created,
given,Rozemont,1,Latin,no item — could be created,
given,Maurontius,1,Latin,no item — could be created,
given,Adalsinda,1,Latin,no item — could be created,
given,Clotsinda,1,Latin,no item — could be created,
given,Morsel,1,Latin,no item — could be created,
given,Haraldsdottor,1,Latin,no item — could be created,
given,Rheinhold,1,Latin,no item — could be created,
given,Froilla,1,Latin,no item — could be created,
given,Gye-Hwon,1,Latin,no item — could be created,
given,Elodia,1,Latin,has an item,Q64561941
given,TADEA,1,Latin,has an item,Q21069302
given,Jeog,1,Latin,no item — could be created,
given,영약,1,Hangul,no item — could be created,
given,영윤,1,Hangul,no item — could be created,
given,영길,1,Hangul,no item — could be created,
given,영관,1,Hangul,no item — could be created,
given,Yi-Seop,1,Latin,no item — could be created,
given,이섭,1,Hangul,no item — could be created,
given,인존,1,Hangul,no item — could be created,
given,굉,1,Hangul,no item — could be created,
given,Won,1,Latin,no item — could be created,
given,Bal-Jin,1,Latin,no item — could be created,
given,발진,1,Hangul,no item — could be created,
given,Dae-Bang,1,Latin,no item — could be created,
given,대방,1,Hangul,no item — could be created,
given,Do-Sin,1,Latin,no item — could be created,
given,돈신,1,Hangul,no item — could be created,
given,Don-Lye,1,Latin,no item — could be created,
given,돈례,1,Hangul,no item — could be created,
given,Yu-Myong,1,Latin,no item — could be created,
given,윤명,1,Hangul,no item — could be created,
given,천우,1,Hangul,no item — could be created,
given,앙,1,Hangul,no item — could be created,
given,덕수,1,Hangul,no item — could be created,
given,영유,1,Hangul,no item — could be created,
given,문옥,1,Hangul,no item — could be created,
given,Man-Bi,1,Latin,no item — could be created,
given,萬庇,1,Han,no item — could be created,
given,숙로,1,Hangul,no item — could be created,
given,Gun-Jeong,1,Latin,no item — could be created,
given,군정,1,Hangul,no item — could be created,
given,Seung-Bu,1,Latin,no item — could be created,
given,Gyeong-Won,1,Latin,no item — could be created,
given,길원,1,Hangul,no item — could be created,
given,菁,1,Han,no item — could be created,
given,Cheuk,1,Latin,no item — could be created,
given,용기,1,Hangul,no item — could be created,
given,유간,1,Hangul,no item — could be created,
given,자행,1,Hangul,no item — could be created,
given,자각,1,Hangul,no item — could be created,
given,영복,1,Hangul,no item — could be created,
given,연희,1,Hangul,no item — could be created,
given,백안홀독황후,1,Hangul,no item — could be created,
given,기언,1,Hangul,no item — could be created,
given,反懿,1,Han+Hangul,no item — could be created,
given,길길반의,1,Han+Hangul,no item — could be created,
given,Su-Chun,1,Latin,no item — could be created,
given,수춘,1,Hangul,no item — could be created,
given,사순,1,Hangul,no item — could be created,
given,영후,1,Hangul,no item — could be created,
given,別里哥不花,1,Han,no item — could be created,
given,영돈,1,Hangul,no item — could be created,
given,이정,1,Hangul,no item — could be created,
given,포,1,Hangul,no item — could be created,
given,광후,1,Hangul,no item — could be created,
given,함명,1,Hangul,no item — could be created,
given,함정,1,Hangul,no item — could be created,
given,사형,1,Hangul,no item — could be created,
given,보현,1,Hangul,no item — could be created,
given,길민,1,Hangul,no item — could be created,
given,명의,1,Hangul,no item — could be created,
given,반석,1,Hangul,no item — could be created,
given,안석,1,Hangul,no item — could be created,
given,말석,1,Hangul,no item — could be created,
given,만석,1,Hangul,no item — could be created,
given,현변,1,Hangul,no item — could be created,
given,휘기,1,Hangul,no item — could be created,
given,Son-Yu,1,Latin,no item — could be created,
given,손유,1,Hangul,no item — could be created,
given,휘주,1,Hangul,no item — could be created,
given,영리,1,Hangul,no item — could be created,
given,성리,1,Hangul,no item — could be created,
given,안리,1,Hangul,no item — could be created,
given,천리,1,Hangul,no item — could be created,
given,원달,1,Hangul,no item — could be created,
given,종렴,1,Hangul,no item — could be created,
given,흥도,1,Hangul,no item — could be created,
given,광언,1,Hangul,no item — could be created,
given,민생,1,Hangul,no item — could be created,
given,용일,1,Hangul,no item — could be created,
given,(瑞原人),1,Han+Hangul,no item — could be created,
given,치성,1,Hangul,no item — could be created,
given,즐,1,Hangul,no item — could be created,
given,척,1,Hangul,no item — could be created,
given,급,1,Hangul,no item — could be created,
given,종경,1,Hangul,no item — could be created,
given,원문,1,Hangul,no item — could be created,
given,인선,1,Hangul,no item — could be created,
given,사준,1,Hangul,no item — could be created,
given,안식,1,Hangul,no item — could be created,
given,달몽,1,Hangul,no item — could be created,
given,숭문,1,Hangul,no item — could be created,
given,숭인,1,Hangul,no item — could be created,
given,차약,1,Hangul,no item — could be created,
given,차점,1,Hangul,no item — could be created,
given,차건,1,Hangul,no item — could be created,
given,차개,1,Hangul,no item — could be created,
given,차괄,1,Hangul,no item — could be created,
given,차삼,1,Hangul,no item — could be created,
given,사혜,1,Hangul,no item — could be created,
given,효석,1,Hangul,no item — could be created,
given,우석,1,Hangul,no item — could be created,
given,의석,1,Hangul,no item — could be created,
given,유일,1,Hangul,no item — could be created,
given,영린,1,Hangul,no item — could be created,
given,영호,1,Hangul,no item — could be created,
given,언,1,Hangul,no item — could be created,
given,민동,1,Hangul,no item — could be created,
given,순중,1,Hangul,no item — could be created,
given,사흠,1,Hangul,no item — could be created,
given,장발,1,Hangul,no item — could be created,
given,장효,1,Hangul,no item — could be created,
given,장득,1,Hangul,no item — could be created,
given,순예,1,Hangul,no item — could be created,
given,대순,1,Hangul,no item — could be created,
given,자서,1,Hangul,no item — could be created,
given,자하,1,Hangul,no item — could be created,
given,자추,1,Hangul,no item — could be created,
given,승손,1,Hangul,no item — could be created,
given,Jeon-Son,1,Latin,no item — could be created,
given,연손,1,Hangul,no item — could be created,
given,Jang-Son,1,Latin,no item — could be created,
given,Yeo-Son,1,Latin,no item — could be created,
given,예손,1,Hangul,no item — could be created,
given,Ji-Jik,1,Latin,no item — could be created,
given,지직,1,Hangul,no item — could be created,
given,사충,1,Hangul,no item — could be created,
given,자청,1,Hangul,no item — could be created,
given,안청,1,Hangul,no item — could be created,
given,Su-In,1,Latin,no item — could be created,
given,壽仁,1,Han,no item — could be created,
given,Hyo-In,1,Latin,no item — could be created,
given,효인,1,Hangul,no item — could be created,
given,옥여,1,Hangul,no item — could be created,
given,방림,1,Hangul,no item — could be created,
given,수정,1,Hangul,no item — could be created,
given,방언,1,Hangul,no item — could be created,
given,필대,1,Hangul,no item — could be created,
given,등안,1,Hangul,no item — could be created,
given,소종,1,Hangul,no item — could be created,
given,영보,1,Hangul,no item — could be created,
given,영국,1,Hangul,no item — could be created,
given,영신,1,Hangul,no item — could be created,
given,영좌,1,Hangul,no item — could be created,
given,영충,1,Hangul,no item — could be created,
given,인비,1,Hangul,no item — could be created,
given,채,1,Hangul,no item — could be created,
given,원종,1,Hangul,no item — could be created,
given,군제,1,Hangul,no item — could be created,
given,선경,1,Hangul,no item — could be created,
given,지충,1,Hangul,no item — could be created,
given,탄지,1,Hangul,no item — could be created,
given,지경,1,Hangul,no item — could be created,
given,란계,1,Hangul,no item — could be created,
given,유문,1,Hangul,no item — could be created,
given,신생,1,Hangul,no item — could be created,
given,"Andreas,Jeremias",1,Latin,no item — could be created,
given,Stillov,1,Latin,no item — could be created,
given,종윤,1,Hangul,no item — could be created,
given,종준,1,Hangul,no item — could be created,
given,종한,1,Hangul,no item — could be created,
given,종숙,1,Hangul,no item — could be created,
given,양신,1,Hangul,no item — could be created,
given,hyeong,1,Latin,no item — could be created,
given,jeong,1,Latin,has an item,Q17151922
given,원증,1,Hangul,no item — could be created,
given,형증,1,Hangul,no item — could be created,
given,의견,1,Hangul,no item — could be created,
given,경동,1,Hangul,no item — could be created,
given,자수,1,Hangul,no item — could be created,
given,윤저,1,Hangul,no item — could be created,
given,윤종,1,Hangul,no item — could be created,
given,Beuves,1,Latin,no item — could be created,
