orderlife_qid,label,wikidata_qid,geni_id,already_on
Q135611,Clearchus II of Heraclea,Q436840,,Q436840
Q135612,Oxyathres of Heraclea,Q7115788,,Q7115788
Q135613,Amastris,Q64830832,,Q64830832
Q135614,Dromichaetes,Q554861,,Q554861
Q135615,Ptolemy II of Telmessos,Q7257104,,Q7257104
Q135616,Antipater son of Epigonus,Q4775081,,Q4775081
Q135619,Demetrius,Q107097873,,Q107097873
Q135620,Ptolemy,Q117562239,,Q117562239
Q135621,Marsyas of Pella,Q978418,,Q978418
Q135623,Lamia of Athens,Q437631,,Q437631
Q135624,Polycleitus of Larisa,Q11942248,,Q11942248
Q135625,Chryseis of Macedon,Q12886245,,Q12886245
Q135626,Antigonus,Q9618505,,Q9618505
Q135627,Nicocles of Soloi,Q1229271,,Q1229271
Q135628,Nicaea of Corinth,Q437829,,Q437829
Q135629,Philip V of Macedon,Q237248,,Q237248
Q135630,Apama III,Q3555455,,Q3555455
Q135631,Demo,Q12876143,,Q12876143
Q135633,Didymeia,Q5274260,,Q5274260
Q135636,Apama,Q131452481,,Q131452481
Q135637,Monunius,Q5980894,,Q5980894
Q135638,Admetus of Epirus,Q195601,,Q195601
Q135639,Phthia I,Q429596,,Q429596
Q135640,ancient Greek general,Q1344624,,Q1344624
Q135641,Amyntor,Q10854634,,Q10854634
Q135644,Cyrus the Younger,Q297960,,Q297960
Q135645,Amestris,Q23936662,,Q23936662
Q135646,Aspasia the Younger,Q16171823,,Q16171823
Q135647,Amestris,Q9609958,,Q9609958
Q135648,Darius,Q10264221,,Q10264221
Q135649,Ariaspes,Q15783921,,Q15783921
Q135650,Hydarnes III,Q3143661,,Q3143661
Q135651,Teritouchmes,Q3518384,,Q3518384
Q135652,Tissaphernes,Q355727,,Q355727
Q135657,Amytis of Media,Q1574056,6000000006090671495,Q1574056
Q135659,Croesus,Q184462,,Q184462
Q135660,Spitamas,Q1648889,,Q1648889
Q135661,Neithiyti,Q21011250,,Q21011250
Q135662,Pharnaspes,Q13229447,,Q13229447
Q135664,Damaspia,Q3435383,6000000018989752074,Q3435383
Q135665,Sogdianus of Persia,Q298631,,Q298631
Q135666,Xerxes II,Q272043,,Q272043
Q135667,Arsites,Q705061,,Q705061
Q135668,Megabyzus II,Q386532,,Q386532
Q135669,Zopyrus the Younger,Q220452,,Q220452
Q135670,Artyphius,Q11193135,,Q11193135
Q135671,Menostanes,Q2892161,,Q2892161
Q135672,Ariobarzanes of Phrygia,Q662006,,Q662006
Q135673,Shealtiel,Q2256348,,Q2256348
Q135674,Assir,Q116923284,,Q116923284
Q135675,Malkiram,Q116923335,,Q116923335
Q135676,Pedaiah,Q116923358,,Q116923358
Q135677,Shenazar,Q116923398,,Q116923398
Q135678,Jekamiah,Q116923405,,Q116923405
Q135679,Hoshama,Q116923485,,Q116923485
Q135680,Nedabiah,Q116923509,,Q116923509
Q135681,Johanan,Q6215520,,Q6215520
Q135683,unnamed wife of Cuthwine of Wessex,Q96074681,,Q96074681
Q135684,Cedda,Q5057034,,Q5057034
Q135685,Cutha Cathwulf,Q5196756,6000000006323365059,Q5196756
Q135686,Cynebald of Wessex,Q45827415,,Q45827415
Q135687,Cenferth,Q75382551,,Q75382551
Q135691,Mor ap Owain Finddu,Q3862809,,Q3862809
Q135692,Ednyfed,Q3719510,6000000006290698601,Q3719510
Q135693,Caradog ap Bran,Q1035330,,Q1035330
Q135694,Gadeon ab Eudaf Hên,Q116052774,,Q116052774
Q135695,Saint Ursula,Q369691,,Q369691
Q135696,Darerca of Ireland,Q3016039,,Q3016039
Q135697,Gradlon,Q2567607,6000000002447112218,Q2567607
Q135698,Saint Branwalader,Q4957715,,Q4957715
Q135699,Gadeon,Q3756847,,Q3756847
Q135700,Tangwystl ach Brychan,Q53718889,,Q53718889
Q135701,Pasgen ap Cadeyrn,Q2716990,,Q2716990
Q135702,Brochwel Ysgithrog,Q2714345,,Q2714345
Q135704,Gwylawg ap Gwnfyw Frych ap Cadell Deyrnllwg ap Pasgen,Q116109748,,Q116109748
Q135705,Mawg ab Iddig,Q116147825,,Q116147825
Q135706,"Ynyr Farfdrwch ap Gwyddno Garanhir, lord of Harlech & Cantrev y Gwaelod",Q133462476,,Q133462476
Q135707,Derwela,Q3024021,,Q3024021
Q135709,Teigiwg ach Ynyr,Q53720089,,Q53720089
Q135710,Llyr Marini ap Meichion Gul ap Gwrwst Ledlwm ap Ceneu,Q116053006,,Q116053006
Q135711,Tywanwedd ferch Amlawdd Wledig ap Cynwal ap Ffrwdwr,Q116052762,,Q116052762
Q135712,Tegau Eurfron,Q42313714,,Q42313714
Q135713,Maethlu,Q3945679,,Q3945679
Q135714,Cawrdaf,Q16859956,,Q16859956
Q135715,"Maenarch ap Caradog, lord of Brecknock",Q110152937,,Q110152937
Q135716,"Lluddoccaf ap Caradog, Earl of Hereford",Q112532302,,Q112532302
Q135717,Herbrand Vigbrandsson,Q5894743,,Q5894743
Q135718,Gyrd Haraldsson,Q5890284,6000000006589098326,Q5890284
Q135719,Halfdan the Mild,Q2521540,6000000006803712071,Q2521540
Q135722,Ragnhild Haraldsdatter,Q11996956,6000000006187584476,Q11996956
Q135724,Bjarni Hrolfsson,Q16537926,6000000000855468076,Q16537926
Q135725,Anund,Q2626721,,Q2626721
Q135726,Gundebold,Q2771157,,Q2771157
Q135727,Redbad II,Q2624915,,Q2624915
Q135732,Archidamus II,Q313731,6000000020703999201,Q313731
Q135733,Agis II,Q202826,,Q202826
Q135734,Cleomenes,Q202262,,Q202262
Q135735,Pleistoanax,Q371564,,Q371564
Q135736,Aristocles,Q109495272,,Q109495272
Q135737,Cotys III,Q5175909,,Q5175909
Q135738,Roigos,Q105062545,,Q105062545
Q135739,Teres IV,Q114356969,,Q114356969
Q135740,Pyrrhus III,Q4363470,,Q4363470
Q135741,Deidamia II of Epirus,Q2993209,,Q2993209
Q135742,Nereis of Epirus,Q12881713,,Q12881713
Q135743,Damas of Syracuse,Q33189140,,Q33189140
Q135744,Archagathus,Q4785538,,Q4785538
Q135745,Oenanthe of Egypt,Q11939253,,Q11939253
Q135747,Agathocles of Egypt,Q391458,,Q391458
Q135751,Seleucus III Ceraunus,Q3371,,Q3371
Q135753,Antiochis,Q468775,,Q468775
Q135757,Laodice of Pontus,Q448188,,Q448188
Q135758,Ariarathes III of Cappadocia,Q380378,,Q380378
Q135759,Ariarathes IV of Cappadocia,Q380368,,Q380368
Q135760,Lysippus,Q6710240,,Q6710240
Q135761,Clearchus of Heraclea,Q984187,,Q984187
Q135762,Berenice,Q4891265,,Q4891265
Q135763,Ptolemy,Q1227416,,Q1227416
Q135764,Dioscurides,Q1227075,,Q1227075
Q135765,Polycratia of Argos,Q7226248,,Q7226248
Q135766,Perseus of Macedon,Q207363,6000000006101234648,Q207363
Q135767,Apame IV,Q3304410,,Q3304410
Q135768,Demetrius,Q1185467,,Q1185467
Q135769,Philippus,Q4357331,,Q4357331
Q135770,Prusias I of Bithynia,Q372361,,Q372361
Q135771,Prusias II of Bithynia,Q359222,,Q359222
Q135774,Wife of Spitamenes,Q125131848,,Q125131848
Q135775,Antiochis,Q2853301,,Q2853301
Q135776,Alexander,Q1345852,,Q1345852
Q135777,Mytilus,Q1064651,,Q1064651
Q135779,Arbupales,Q17192312,,Q17192312
Q135780,Hydarnes II,Q19568922,,Q19568922
Q135783,Nebuchadnezzar II,Q12591,6000000006090580622,Q12591
Q135784,Amel-Marduk,Q313234,,Q313234
Q135785,Eanna-sharra-usur,Q9250030,,Q9250030
Q135786,Nitocris of Babylon,Q372441,,Q372441
Q135787,Kaššaya,Q11736824,,Q11736824
Q135788,Marduk-nadin-ahi,Q11767982,,Q11767982
Q135790,Atys,Q3625909,,Q3625909
Q135791,Apries,Q349291,,Q349291
Q135792,Alogyne of Babylon,Q13438390,,Q13438390
Q135793,Zopyrus,Q220454,,Q220454
Q135794,Mithridates of Cius,Q887415,,Q887415
Q135795,Neri,Q25668652,,Q25668652
Q135797,Shimei,Q116923523,,Q116923523
Q135798,Jaddua,Q2723012,,Q2723012
Q135799,Azor,Q11907447,,Q11907447
Q135800,Zadok,Q18699268,,Q18699268
Q135801,Cenberht,Q888826,,Q888826
Q135802,unnamed wife of Cuthwulf of Wessex,Q96074764,,Q96074764
Q135803,Æthelbald,Q75382565,,Q75382565
Q135804,Cenfus,Q322048,,Q322048
Q135810,Solor ap Mor,Q3964440,,Q3964440
Q135812,Bran the Blessed,Q598810,,Q598810
Q135813,Ystradwel ferch Gadeon ab Eudaf Hên,Q116052772,,Q116052772
Q135814,Guoremor,Q3779835,,Q3779835
Q135815,wife of Coel Hen,Q125867448,,Q125867448
Q135816,Dionotus,Q2672554,,Q2672554
Q135817,Restitutus the Lombard,Q130536201,,Q130536201
Q135818,Moríóg of Inchbofin,Q130536129,,Q130536129
Q135819,Salomó I d'Armòrica,Q15223068,6000000002447112231,Q15223068
Q135820,Brychan Brycheiniog,Q2398021,377661791800005806,Q2398021
Q135821,Arianwen,Q101221023,,Q101221023
Q135823,Lluan ferch Brychan,Q13129708,,Q13129708
Q135824,Nefyn ach Brychan,Q53570396,,Q53570396
Q135825,Ceinwen,Q22955657,,Q22955657
Q135826,Keyne,Q4218975,,Q4218975
Q135827,Marchell,Q27924032,,Q27924032
Q135828,Mawgan ap Pasgen,Q2535993,,Q2535993
Q135829,Tudglid,Q4457143,,Q4457143
Q135830,Arddun Penasgell,Q56300759,,Q56300759
Q135831,Cynan Garwyn,Q2575137,,Q2575137
Q135832,Tysilio,Q1293017,,Q1293017
Q135833,Aeddan ap Brochwel Yscythrog,Q116055654,,Q116055654
Q135834,Gwnan ap Gwylawg ap Gwnfyw Frych ap Cadell Deyrnllwg,Q116109744,,Q116109744
Q135835,Maelawg Gawr ap Mawg ab Iddig,Q116147823,,Q116147823
Q135836,"Gwyddno (Garanhir), prince of Cantrev y Gwaelod",Q133462477,,Q133462477
Q135837,Clydno ab Ynyr Farfdrwch ap Gwyddno Garanhir,Q133462475,,Q133462475
Q135838,Budic II of Brittany,Q3386694,6000000008630655863,Q3386694
Q135839,Miliau,Q2086826,,Q2086826
Q135840,Riwal,Q3387038,,Q3387038
Q135842,Meirchion Gul,Q776228,6000000002795191002,Q776228
Q135843,Amlawdd Wledig,Q4064406,,Q4064406
Q135844,Gwen ferch Cunedda Wledig ab Brenin Prydain ab Edeyrn,Q116052766,,Q116052766
Q135845,"Pelinor, 'king of Cornwall'",Q110153003,,Q110153003
Q135846,Cadfarch,Q18536058,,Q18536058
Q135847,Cathen,Q13126938,,Q13126938
Q135848,Caw ap Caur Ddû ap Caradog Vraichvras,Q122260583,,Q122260583
Q135849,"Bleddyn ap Maenarch, Lord of Brecon",Q56174297,,Q56174297
Q135850,Rhys Gôch ap Maenyrch ap Caradog Freichfras of Ystrad Yw,Q110560369,,Q110560369
Q135851,Rheingar ferch Lluddoccaf ap Caradog,Q111455153,,Q111455153
Q135852,Vigbrand de Agder,Q5854197,,Q5854197
Q135853,Eystein Halfdansson,Q2581232,6000000000700972962,Q2581232
Q135854,Lif (?),Q75292013,6000000003645671786,Q75292013
Q135855,Sigfred,Q2078430,,Q2078430
Q135856,Alfarin,Q5666589,6000000003645697274,Q5666589
Q135858,Sigurd Hart,Q263550,,Q263550
Q135859,Harald Gulskeg,Q5892228,6000000005049052482,Q5892228
Q135889,Eyvind del Este,Q5853737,6000000001169186902,Q5853737
Q135890,Thrand Bjarnasson,Q16640097,6000000008177296942,Q16640097
Q135893,Skuld,Q3962596,,Q3962596
Q135894,Ingjald,Q130896,,Q130896
Q135895,Pepin of Herstal,Q91392,5535353244920040751,Q91392
Q135898,Eupolia,Q15987053,6000000020703879466,Q15987053
Q135899,Agesilaus II,Q271850,,Q271850
Q135900,Cynisca,Q267195,,Q267195
Q135901,Teleutias,Q2360710,,Q2360710
Q135902,Timaea,Q15217846,,Q15217846
Q135903,Leotychidas,Q3255290,,Q3255290
Q135904,Aristodemus,Q15633620,,Q15633620
Q135905,Pausanias,Q433408,,Q433408
Q135906,Rhescuporis I,Q7320430,,Q7320430
Q135907,Seuthes V,Q109534964,,Q109534964
Q135908,"Gelo, son of Hiero II",Q1073680,,Q1073680
Q135909,Hieronymus of Syracuse,Q2485987,,Q2485987
Q135913,Antiochis,Q451051,,Q451051
Q135915,Ptolemy Eupator,Q888492,,Q888492
Q135917,Ptolemy VII Neos Philopator,Q39976,,Q39976
Q135918,Ptolemy Apion,Q886894,6000000041073777758,Q886894
Q135920,Ptolemy X Alexander I,Q3345,,Q3345
Q135922,Cleopatra Selene of Egypt and Syria,Q40027,,Q40027
Q135923,Berenice,Q12874613,,Q12874613
Q135924,Euboea of Chalcis,Q16332356,,Q16332356
Q135925,Ardys,Q12872331,,Q12872331
Q135926,Xerxes of Armenia,Q744212,,Q744212
Q135930,Mithridates IV of Pontus,Q350749,,Q350749
Q135931,Laodice,Q432114,,Q432114
Q135932,Achaeus,Q535413,,Q535413
Q135933,Ariamnes of Cappadocia,Q547879,,Q547879
Q135934,Orophernes of Cappadocia,Q526962,,Q526962
Q135935,Stratonice of Pergamon,Q3122635,,Q3122635
Q135936,Ariarathes V of Cappadocia,Q337108,,Q337108
Q135937,Ariarathes,Q112996336,,Q112996336
Q135939,Timotheus of Heraclea,Q1100648,,Q1100648
Q135940,Aratus of Sicyon the Younger,Q3621304,,Q3621304
Q135942,Alexander,Q4718158,,Q4718158
Q135943,Andriscus,Q362068,,Q362068
Q135945,Nicomedes II of Bithynia,Q465838,,Q465838
Q135946,Ziaelas of Bithynia,Q198293,,Q198293
Q135947,Prusias III,Q28836567,,Q28836567
Q135948,Attalus of Pergamum,Q27979883,,Q27979883
Q135949,list of municipalities in Barcelona,Q99084,,Q99084
Q135950,Hydarnes I,Q1265303,,Q1265303
Q135953,Nabopolassar,Q273514,,Q273514
Q135954,Nabu-shuma-lisir,Q11788594,,Q11788594
Q135955,Ba'u-asitu,Q97331420,,Q97331420
Q135956,Nabonidus,Q239414,,Q239414
Q135957,Belshazzar,Q225198,,Q225198
Q135958,Bel-Shalti-Nanna,Q1339859,6000000003645908151,Q1339859
Q135959,Nebuchadnezzar III,Q3321618,,Q3321618
Q135960,Neriglissar,Q379716,,Q379716
Q135961,Labashi-Marduk,Q906677,,Q906677
Q135962,Gigitum,Q16549442,,Q16549442
Q135964,Pythius,Q7263911,,Q7263911
Q135965,Psamtik II,Q373521,,Q373521
Q135966,Megabyzus I,Q1852762,,Q1852762
Q135967,Ariobarzanes I of Phrygia,Q430647,,Q430647
Q135968,Ariobarzanes II of Cius,Q662214,,Q662214
Q135969,Melchi,Q25668653,,Q25668653
Q135971,Ohel,Q7080648,,Q7080648
Q135972,Rhesa,Q25668655,,Q25668655
Q135973,Hashubah,Q115037483,,Q115037483
Q135974,Jushab-Hesed,Q115037653,,Q115037653
Q135975,Meshullam,Q115804946,,Q115804946
Q135976,Hasadiah,Q115805040,,Q115805040
Q135977,Hananiah,Q115805117,,Q115805117
Q135978,Shelomith,Q115805223,,Q115805223
Q135979,Berechiah,Q115858848,,Q115858848
Q135980,Onias I,Q2219992,,Q2219992
Q135981,Manasseh,Q6747024,,Q6747024
Q135982,Eliakim,Q12876922,,Q12876922
Q135983,Achim,Q11906322,,Q11906322
Q135984,Cædwalla of Wessex,Q545062,6000000003232563122,Q545062
Q135985,Mul of Kent,Q323409,,Q323409
Q135986,Oswald Aethling (?),Q75382564,,Q75382564
Q135987,Seaxburh of Wessex,Q3476862,,Q3476862
Q135988,Cuthred,Q1146468,,Q1146468
Q135989,Æscwine of Wessex,Q272142,,Q272142
Q135990,Hering son of Hussa,Q966807,,Q966807
Q135991,Eadhelm,Q75451533,,Q75451533
Q135992,Blæcmon,Q75451541,,Q75451541
Q136008,Glywys,Q3772557,,Q3772557
Q136009,Dingad,Q101246469,6000000003828002297,Q101246469
Q136010,Llŷr,Q1761627,,Q1761627
Q136011,Penarddun,Q425627,,Q425627
Q136012,Gwawl ferch Coel Hen,Q116052770,,Q116052770
Q136013,Ceneus,Q2944234,,Q2944234
Q136014,Tutwal ap Guoremor,Q3891153,,Q3891153
Q136015,Ffrwdwr ap Gwrfawr|Morfawr ap Gadeon ab Eudaf Hên,Q116052765,,Q116052765
Q136016,Coel Hen,Q2304442,,Q2304442
Q136018,Garbanion ap Coel Hen,Q645109,,Q645109
Q136021,Aldroen,Q2832345,6000000004089183711,Q2832345
Q136022,Anlach mac Coronac ab Eurbre Wyddel,Q116055661,,Q116055661
Q136023,Marchell ferch Tewdrig ap Teithfall ap Teithrin,Q116055662,,Q116055662
Q136024,Cynog,Q2488951,,Q2488951
Q136025,Dingad of Llandingat,Q4161903,,Q4161903
Q136026,Gwladys,Q2449206,,Q2449206
Q136027,Dwynwen,Q2287423,,Q2287423
Q136028,Almedha,Q4530046,,Q4530046
Q136029,Tydfil,Q2062366,6000000007151460153,Q2062366
Q136030,Saint Tybie,Q13132095,,Q13132095
Q136031,Cledwyn,Q4223189,,Q4223189
Q136032,Gwen of Talgarth,Q1258743,,Q1258743
Q136033,Meleri,Q53191106,,Q53191106
Q136034,Saint Bilo,Q51908481,,Q51908481
Q136035,Keneython,Q51954783,,Q51954783
Q136036,Clydai ach Brychan,Q19600732,,Q19600732
Q136038,Nectan of Hartland,Q2308964,,Q2308964
Q136039,Dyfnan,Q4161262,,Q4161262
Q136040,Saint Menefrida,Q7401897,,Q7401897
Q136041,Cynon,Q20949696,,Q20949696
Q136042,Clyther,Q27686597,,Q27686597
Q136043,Ilud,Q61107830,,Q61107830
Q136044,Tudwen,Q18535981,,Q18535981
Q136045,Prawst,Q116112682,,Q116112682
Q136046,Cynog Mawr ab Iorwerth Hirflawdd ap Tegonwy ap Teon,Q116113333,,Q116113333
Q136047,Cynidr,Q17984465,,Q17984465
Q136048,Gabrán mac Domangairt,Q375287,,Q375287
Q136049,Áedán mac Gabráin,Q378755,,Q378755
Q136050,Cynfarch Oer,Q2663897,,Q2663897
Q136051,Llew ap Cynfarch,Q20561507,,Q20561507
Q136053,Ina ach Cynyr,Q53779022,,Q53779022
Q136054,Cyngen ap Cadell,Q886405,,Q886405
Q136055,Pabo Post Prydain,Q2253832,,Q2253832
Q136056,Sawyl Penuchel,Q2519772,,Q2519772
Q136057,Selyf ap Cynan,Q2426687,,Q2426687
Q136058,Eiludd Powys,Q2295986,,Q2295986
Q136059,Cyndrwyn Fawr,Q4220781,,Q4220781
Q136060,Beuno,Q612390,,Q612390
Q136061,Bleddri ab Aeddan ap Brochwel Yscythrog,Q116055022,,Q116055022
Q136062,Gwriawn ap Gwnan ap Gwylawg ap Gwnfyw Frych,Q116109741,,Q116109741
Q136063,Cadfan ap Maelawg Gawr ap Mawg ab Iddig,Q116054550,,Q116054550
Q136064,Cawdref ap Garamonion ap Dyfnwal Hên of Strathclyde,Q133462478,,Q133462478
Q136065,Idris Awr ap Clydno ab Ynyr Farfdrwch ap Gwyddno Garanhir,Q110582889,,Q110582889
Q136066,Melor,Q3463997,,Q3463997
Q136067,Gwrwst Lledlwm,Q3780157,,Q3780157
Q136068,Elidyr Llydanwyn,Q1120124,6000000006232933635,Q1120124
Q136069,Cynwal ap Ffrwdwr ap Gwrfawr (Morfawr) ap Gadeon,Q116052764,,Q116052764
Q136070,Gwrfoddw,Q3780158,,Q3780158
Q136071,Igraine,Q675705,,Q675705
Q136072,Goleuddydd,Q106720691,,Q106720691
Q136073,Cunedda,Q2487300,,Q2487300
Q136074,Gloyw ap Caw ap Caur Ddû ap Caradog Vraichvras,Q122260582,,Q122260582
Q136075,Elen ferch Einion ap Selyf,Q110152941,,Q110152941
Q136076,Gwgon ap Bleddyn ap Maenyrch ap Caradog,Q110152935,,Q110152935
Q136077,Cadwgan ap Bleddyn ap Maenrych,Q110560387,,Q110560387
Q136078,Caradog ap Bleddyn,Q97532306,,Q97532306
Q136079,Gwladus ferch Rhys Gôch,Q110560368,,Q110560368
Q136080,Genillin ap Rhys Gôch ap Maenyrch ap Caradog Freichfras,Q110622028,,Q110622028
Q136081,Tudur Trefor ap Ynyr,Q56185060,,Q56185060
Q136082,Halfdan Hvitbeinn,Q2521523,6000000000172750514,Q2521523
Q136083,Halfdan von Westfold,Q76300818,,Q76300818
Q136084,Asa von Hedemarken,Q76299830,,Q76299830
Q136085,Hild Eriksdotter,Q76298981,6000000009437417980,Q76298981
Q136086,Geva,Q75292025,,Q75292025
Q136087,"Harald, 2nd King of Haithabu",Q75292019,,Q75292019
Q136088,"Dag, King of Westmare",Q75292014,6000000005049061681,Q75292014
Q136089,Gudfred,Q461614,,Q461614
Q136090,"Sigurd, 5th King of Haithabu",Q75292030,6000000004846529109,Q75292030
Q136091,Gandalf Alfgeirsson,Q4133209,,Q4133209
Q136092,Helgi the Sharp,Q5704672,,Q5704672
Q136093,Guttorm Sigurdsson Dagling,Q6441507,,Q6441507
Q136094,Solvor Hundolfsdottir,Q12215791,6000000000571761309,Q12215791
Q136097,Ketilbjörn gamli,Q5959250,,Q5959250
Q136100,Horik II,Q2667498,,Q2667498
Q136101,Ring Dagsson,Q5479451,,Q5479451
Q136102,Finnen Svase (?),Q6136596,,Q6136596
Q136113,Snaebjorn Eyvindsson,Q16635049,6000000003243191535,Q16635049
Q136114,Helgi magri,Q11708852,6000000006906447529,Q11708852
Q136115,Bjørg Eyvindardottir,Q130320401,6000000001169204330,Q130320401
Q136116,Ohthere,Q1402591,,Q1402591
Q136117,Eanmund,Q5325613,,Q5325613
Q136118,Gauthildr Algautsdóttir,Q5527923,,Q5527923
Q136119,Olof Trätälja,Q2664809,6000000010132173972,Q2664809
Q136120,Åsa Ingjaldsdotter,Q18450739,,Q18450739
Q136124,Pepin the Short,Q81212,5475363828490111452,Q81212
Q136128,Cleora,Q134725101,,Q134725101
Q136129,Archidamus III,Q448580,,Q448580
Q136130,Alcibiades,Q187982,6000000011847151011,Q187982
Q136131,Cleombrotus I,Q373660,,Q373660
Q136132,Agesipolis I,Q357594,,Q357594
Q136133,Amadocus III,Q4740618,,Q4740618
Q136134,Cotys IV,Q4894298,,Q4894298
Q136135,Hiero II of Syracuse,Q313675,,Q313675
Q136136,Philistis,Q7185568,,Q7185568
Q136137,Demarata,Q8354571,,Q8354571
Q136138,Heraclea of Syracuse,Q11925437,,Q11925437
Q136139,Harmonia,Q5659199,6000000041110756434,Q5659199
Q136140,Peitho,Q109298494,,Q109298494
Q136142,Antiochus V,Q298628,,Q298628
Q136145,Antiochus,Q2653436,,Q2653436
Q136146,Alexandros Balas,Q297657,6000000003511432486,Q297657
Q136148,Antiochus VII Sidetes,Q294945,,Q294945
Q136149,Antiochus IX Cyzicenus,Q296446,,Q296446
Q136150,Antiochus VI Dionysus,Q298624,,Q298624
Q136151,Seleucus V,Q310805,,Q310805
Q136153,Seleucus,Q11948119,,Q11948119
Q136154,Eirene,Q1310559,6000000006840421716,Q1310559
Q136155,Berenice III,Q231688,,Q231688
Q136157,Ptolemy XI Alexander II,Q39996,,Q39996
Q136160,Antiochus X Eusebes,Q310808,,Q310808
Q136161,Vistarino,Q39669,,Q39669
Q136162,Antiochus XIII Asiaticus,Q313733,,Q313733
Q136163,Demetrius III Eucaerus,Q312809,,Q312809
Q136165,Antiochus XII Dionysus,Q311107,,Q311107
Q136166,Antiochus XI Epiphanes,Q299618,,Q299618
Q136167,Seleucus VI Epiphanes,Q299007,,Q299007
Q136168,Philip I Philadelphus,Q263489,,Q263489
Q136169,Cleoptolemus of Chalcis,Q11914079,,Q11914079
Q136172,Mithrenes II,Q6881678,,Q6881678
Q136173,Abdissares,Q308231,,Q308231
Q136176,Nysa of Cappadocia,Q4893550,,Q4893550
Q136177,Ariarathes II of Cappadocia,Q469746,,Q469746
Q136178,Eumenes II,Q270678,,Q270678
Q136179,Attalus II Philadelphus,Q312431,,Q312431
Q136180,Attalus III,Q309804,,Q309804
Q136181,Ariarathes VI of Cappadocia,Q359573,,Q359573
Q136182,Demetrios of Cappadocia,Q11916837,,Q11916837
Q136183,Aratus of Sicyon,Q317331,,Q317331
Q136184,Aratos of Sikyon,Q121259370,,Q121259370
Q136185,Antigonus,Q119167145,,Q119167145
Q136186,mother of Andriscus,Q131730118,,Q131730118
Q136187,Nicomedes III of Bithynia,Q353702,,Q353702
Q136188,Nicomedes I of Bithynia,Q343604,,Q343604
Q136189,Ditizele of Bithynia,Q12308960,,Q12308960
Q136190,Lysandra,Q65150280,,Q65150280
Q136191,Zipoetes III of Bithynia,Q3575604,,Q3575604
Q136192,Attalus,Q29167056,,Q29167056
Q136193,Eumenes I,Q314341,,Q314341
Q136194,Apollonis of Cyzicus,Q2593673,,Q2593673
Q136195,Athenaeus of Pergamon,Q16172234,,Q16172234
Q136196,Philetaerus,Q11922074,,Q11922074
Q136197,Bagabigna,Q12627506,,Q12627506
Q136200,Nabû-balātsu-iqbi,Q1624360,,Q1624360
Q136201,Adad-guppi,Q346539,,Q346539
Q136202,Vashti,Q1889603,,Q1889603
Q136205,Necho II,Q125102,,Q125102
Q136206,Khedebneithirbinet I,Q1058360,,Q1058360
Q136207,Ankhnesneferibre,Q443170,,Q443170
Q136208,Mithridates II of Cius,Q887445,,Q887445
Q136209,Addi,Q25668651,,Q25668651
Q136210,Joanan,Q25668656,,Q25668656
Q136211,Pelatiah,Q115805414,,Q115805414
Q136212,Jesaiah,Q115805441,,Q115805441
Q136213,Rephaiah,Q115805500,,Q115805500
Q136214,Arnan,Q115805592,,Q115805592
Q136215,Obadiah,Q115805629,,Q115805629
Q136216,Shechaniah,Q115805652,,Q115805652
Q136217,Eleazar,Q5354447,,Q5354447
Q136218,Simon I,Q2683160,,Q2683160
Q136219,Eliud,Q18699272,,Q18699272
Q136220,Cynethryth,Q75494058,,Q75494058
Q136222,Ecgwald,Q75451535,,Q75451535
Q136223,Bofa,Q75451543,,Q75451543
Q136234,Swæfberht of Essex,Q887660,,Q887660
Q136235,Sigered of Essex,Q888863,,Q888863
Q136236,Sigeberht,Q468184,,Q468184
Q136237,Saint Petroc,Q534049,,Q534049
Q136238,Gwynllyw,Q1063350,,Q1063350
Q136239,Edelig Edeligion,Q507705,,Q507705
Q136240,Merchwyn Wylt,Q4291193,,Q4291193
Q136241,Pawl Penychen,Q4347164,,Q4347164
Q136242,Senyllt,Q3478806,6000000000437030686,Q3478806
Q136243,Branwen ferch Llŷr,Q123175112,,Q123175112
Q136244,Beli Mawr,Q815575,6000000002709559312,Q815575
Q136245,Nisien,Q1620097,,Q1620097
Q136246,Efnysien,Q1296422,,Q1296422
Q136247,Einion Yrth ap Cunedda,Q2705888,,Q2705888
Q136248,Gwron ap Cunedda Wledig ap Brenin Prydain ab Edeyrn,Q116112813,,Q116112813
Q136249,Marius,Q3862811,,Q3862811
Q136250,Mor ap Cenau ap Coel Godebog,Q116055633,,Q116055633
Q136251,Conomor,Q2253798,,Q2253798
Q136253,Gwenafwy,Q17479585,,Q17479585
Q136254,Peithien,Q20568444,,Q20568444
Q136256,Dyfnwal Moelmud,Q2426699,,Q2426699
Q136257,Erich of Cornouaille,Q3056490,6000000004089110065,Q3056490
Q136258,Budic I of Brittany,Q3386687,,Q3386687
Q136259,Coronac ab Eurbre Wyddel,Q116112668,,Q116112668
Q136260,"Tewdrig ap Teithfall ap Teithrin ap Tathal, King of Garthmadrun",Q116112673,,Q116112673
Q136261,Saint Endelienta,Q936150,,Q936150
Q136263,Morwenna,Q2500792,,Q2500792
Q136264,Mabyn,Q2512103,,Q2512103
Q136265,Maches,Q24555718,,Q24555718
Q136266,Cadoc,Q1889720,,Q1889720
Q136267,Ceredig Ceredigion,Q2641763,6000000002665402337,Q2641763
Q136268,Ithel ap Ceredig,Q122733481,6000000078123071655,Q122733481
Q136269,Cymorth,Q51954656,,Q51954656
